lesson_id,method,stage,lesson_order,title_en,title_zhHant,introduced_keys,reviewed_keys,active_keys,character_id,character,code_point,frequency_rank,frequency_count,cangjie_code,quick_code,jyutping,definition_en,activity_keyboard_explore,activity_root_recognition,activity_guided_typing,activity_character_build,minimum_accuracy,minimum_questions,prerequisites,estimated_minutes,accessibility_notes
cj-089,cangjie,2,89,Lesson 89,第89課,B;U;L;N;J;V;E;K;R;Y;F;O,B;N;J;V;K;E;Y;F;O,B;E;F;J;K;L;N;O;R;U;V;Y,u5264,剤,U+5264,,,YLLN,YN,zai1,medicinal preparation,1,2,6,2,0.8,12,cj-088,10,
cj-089,cangjie,2,89,Lesson 89,第89課,B;U;L;N;J;V;E;K;R;Y;F;O,B;N;J;V;K;E;Y;F;O,B;E;F;J;K;L;N;O;R;U;V;Y,u5265,剥,U+5265,,,NELN,NN,mok1,peel,1,2,6,2,0.8,12,cj-088,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5266,剦,U+5266,,,KULN,KN,jim2,to castrate,1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5267,剧,U+5267,,,SRLN,SN,kek6,"theatrical plays, opera, drama",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5268,剨,U+5268,,,QRLN,QN,waak6,sound of something being smashed,1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5269,剩,U+5269,,,HPLN,HN,sing6,"leftovers, residue, remains",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u526a,剪,U+526A,,,TBNH,TH,zin2,"scissors; cut, divide, separate",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u526e,剮,U+526E,,,BBLN,BN,gwaa2,"cut, cut flesh from bones",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u526f,副,U+526F,,,MWLN,MN,fu3,assist; supplement; assistant,1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5270,剰,U+5270,,,HTLN,HN,sing6,"leftovers, residue, remains",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5271,剱,U+5271,,,OOSK,OK,gim3,"sword, dagger, saber",1,2,6,2,0.8,12,cj-089,10,
cj-090,cangjie,2,90,Lesson 90,第90課,K;U;L;N;S;R;Q;H;P;T;B;M;W;O;J,K;N;S;Q;H;T;B;M;O;J,B;H;J;K;L;M;N;O;P;Q;R;S;T;U;W,u5272,割,U+5272,,,JRLN,JN,got3,"cut, divide, partition; cede",1,2,6,2,0.8,12,cj-089,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5273,剳,U+5273,,,TRLN,TN,zaat3,brief note; official communique,1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5274,剴,U+5274,,,UTLN,UN,hoi2,"sharpen; carefully, thorough",1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5275,創,U+5275,,,ORLN,ON,cong3,"establish, create; knife cut",1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5277,剷,U+5277,,,YMLN,YN,caan2,"to level off, cut off, pare down, raze",1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5278,剸,U+5278,,,JILN,JN,tyun4,cut,1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u527a,剺,U+527A,,,JKMSH,JH,lei4,mark,1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u527d,剽,U+527D,,,MFLN,MN,piu5,"rob, plunder; slice off; fast",1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u527e,剾,U+527E,,,SRLN,SN,kau1,to pick up with knife,1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u527f,剿,U+527F,,,VDLN,VN,ziu2,"destroy, exterminate, annihilate",1,2,6,2,0.8,12,cj-090,10,
cj-091,cangjie,2,91,Lesson 91,第91課,T;R;L;N;U;O;Y;M;J;I;K;S;H;F;V;D,T;N;U;O;Y;J;H;M;S;V,D;F;H;I;J;K;L;M;N;O;R;S;T;U;V;Y,u5281,劁,U+5281,,,OFLN,ON,ciu4,"geld, castrate",1,2,6,2,0.8,12,cj-090,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5282,劂,U+5282,,,MOLN,MN,kyut3,chisel for engraving; engrave,1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5283,劃,U+5283,,,LMLN,LN,waak6,"divide, mark off, lay boundary",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5284,劄,U+5284,,,HRLN,HN,zaap3,brief note; official communique,1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5286,劆,U+5286,,,ICLN,IN,lim4,sickle,1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5287,劇,U+5287,,,YOLN,YN,kek6,"theatrical plays, opera, drama",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5288,劈,U+5288,,,SJSH,SH,pik1,"cut apart, split, chop",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u5289,劉,U+5289,,,HCLN,HN,lau4,"surname; kill, destroy",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u528a,劊,U+528A,,,OALN,ON,kui2,"amputate, cut off",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u528c,劌,U+528C,,,YHLN,YN,gwai3,"to cut, injure, stab, stick on",1,2,6,2,0.8,12,cj-091,10,
cj-092,cangjie,2,92,Lesson 92,第92課,M;O;L;N;H;R;I;C;Y;S;J;A,M;N;L;H;I;Y;S;O,A;C;H;I;J;L;M;N;O;R;S;Y,u528d,劍,U+528D,,,OOLN,ON,gim3,"sword, dagger, saber",1,2,6,2,0.8,12,cj-091,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u528e,劎,U+528E,,,OOSH,OH,gim3,"sword, dagger",1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u528f,劏,U+528F,,,FWLN,FN,tong1,to butcher,1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5290,劐,U+5290,,,TELN,TN,fok3,destroy,1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5291,劑,U+5291,,,YXLN,YN,zai1,medicinal preparation,1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5292,劒,U+5292,,,OOSHI,OI,gim3,"sword, dagger, saber",1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5293,劓,U+5293,,,HLLN,HN,ji6,cut off nose,1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5294,劔,U+5294,,,OOSK,OK,gim3,"sword, dagger, saber",1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5296,劖,U+5296,,,NILN,NN,caam4,make into mince; cut,1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5297,劗,U+5297,,,HCLN,HN,zin2,"to cut, clip",1,2,6,2,0.8,12,cj-092,10,
cj-093,cangjie,2,93,Lesson 93,第93課,O;S;H;F;W;L;N;T;E;Y;X;I;K;C,O;H;F;N;T;Y;I;K,C;E;F;H;I;K;L;N;O;S;T;W;X;Y,u5298,劘,U+5298,,,IYLN,IN,mo4,make into mince,1,2,6,2,0.8,12,cj-092,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u5299,劙,U+5299,,,VILN,VN,lai5,"a divide, to partition",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u529a,劚,U+529A,,,SILN,SN,zuk1,cut,1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u529b,力,U+529B,,,KS,KS,lik6,"power, capability, influence; Kangxi radical 19",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u529d,劝,U+529D,,,EKS,ES,hyun3,"recommend, advise, urge",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u529e,办,U+529E,,,KSC,KC,baan6,"manage, do, handle; deal with",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u529f,功,U+529F,,,MKS,MS,gung1,"achievement, merit, good result",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u52a0,加,U+52A0,,,KSR,KR,gaa1,"add to, increase, augment",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u52a1,务,U+52A1,,,HEKS,HS,mou6,"affairs, business; must, should",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u52a2,劢,U+52A2,,,MSKS,MS,maai6,"put forth effort, strive forward",1,2,6,2,0.8,12,cj-093,10,
cj-094,cangjie,2,94,Lesson 94,第94課,V;I;L;N;S;K;E;C;M;R;H;F,V;N;S;K;E;C;M;R;H;F,C;E;F;H;I;K;L;M;N;R;S;V,u52a3,劣,U+52A3,,,FHKS,FS,lyut3,"bad, inferior; slightly",1,2,6,2,0.8,12,cj-093,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52a4,劤,U+52A4,,,HLKS,HS,ging6,strong,1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52a6,劦,U+52A6,,,KSKSS,KS,hip3,(variant of 協) cooperate; combined labor,1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52a8,动,U+52A8,,,MIKS,MS,dung6,"move, happen; movement, action",1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52a9,助,U+52A9,,,BMKS,BS,zo6,"help, aid, assist",1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52aa,努,U+52AA,,,VEKS,VS,nou5,"to exert, strive, make an effort; to pout",1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52ab,劫,U+52AB,,,GIKS,GS,gip3,"take by force, coerce; disaster",1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52ac,劬,U+52AC,,,PRKS,PS,keoi4,"be diligent, toil, endeavor",1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52ad,劭,U+52AD,,,SRKS,SS,siu6,encourage; to excel; excellent,1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52b1,励,U+52B1,,,MSKS,MS,lai6,strive; encourage,1,2,6,2,0.8,12,cj-094,10,
cj-095,cangjie,2,95,Lesson 95,第95課,H;L;K;S;M;I;B;V;E;G;P;R;N,H;S;K;M;B;V;G;P;N,B;E;G;H;I;K;L;M;N;P;R;S;V,u52b2,劲,U+52B2,,,NMKS,NS,ging6,"strong, unyielding, tough, power",1,2,6,2,0.8,12,cj-094,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52b3,劳,U+52B3,,,TBKS,TS,lou4,"labor, toil, do manual work",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52b4,労,U+52B4,,,FBKS,FS,lou4,"labor, toil, do manual work",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52b5,劵,U+52B5,,,FQKS,FS,hyun3,"certificate, ticket; title deeds",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52b9,効,U+52B9,,,YKKS,YS,haau6,"efficacious, effectiveness; to toil, to serve in the army",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52bb,劻,U+52BB,,,SGKS,SS,hong1,"flurried, be in flurry, zealous",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52bc,劼,U+52BC,,,GRKS,GS,kit3,"be discreet, prudent, cautious",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52be,劾,U+52BE,,,YOKS,YS,hat6,"examine into, impeach, charge",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52bf,势,U+52BF,,,QIKS,QS,sai3,"power, force; tendency",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52c1,勁,U+52C1,,,MMKS,MS,ging6,"strong, unyielding, tough, powerful",1,2,6,2,0.8,12,cj-095,10,
cj-096,cangjie,2,96,Lesson 96,第96課,T;B;K;S;F;Q;Y;G;R;O;I;M;J;D,T;S;F;Y;G;Q;M;J,B;D;F;G;I;J;K;M;O;Q;R;S;T;Y,u52c3,勃,U+52C3,,,JDKS,JS,but6,"suddenly, sudden, quick",1,2,6,2,0.8,12,cj-095,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52c4,勄,U+52C4,,,OYKS,OS,man5,active; clever; prompt witty; smart; earnest; diligent; to hasten,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52c5,勅,U+52C5,,,DLKS,DS,cik1,imperial decree; Daoist magic,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52c7,勇,U+52C7,,,NBKS,NS,jung5,"brave, courageous, fierce",1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52c9,勉,U+52C9,,,NUKS,NS,min5,"endeavor, make effort; urge",1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52cb,勋,U+52CB,,,ROKS,RS,fan1,meritorious deed; merits; rank,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52cc,勌,U+52CC,,,FUKS,FS,gyun6,to labor; tired,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52cd,勍,U+52CD,,,YFKS,YS,king4,"strong, powerful, mighty; violent",1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52d0,勐,U+52D0,,,NTKS,NS,maang5,imperial degree; Daoist magic,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52d1,勑,U+52D1,,,DOKS,DS,loi6,reward; sincere,1,2,6,2,0.8,12,cj-096,10,
cj-097,cangjie,2,97,Lesson 97,第97課,O;Y;K;S;D;L;N;B;U;R;F;T;J,O;S;D;N;R;F;Y;T,B;D;F;J;K;L;N;O;R;S;T;U;Y,u52d2,勒,U+52D2,,,TJKS,TS,lak6,"strangle, tighten",1,2,6,2,0.8,12,cj-096,10,
cj-098,cangjie,2,98,Lesson 98,第98課,M;W;K;S;H;G;A;U;B;T;V;N;E;P;O;R;C;F;Q,M;S;H;A;T;N;P;R;B;F,A;B;C;E;F;G;H;K;M;N;O;P;Q;R;S;T;U;V;W,u52d4,勔,U+52D4,,,MWKS,MS,min5,"endeavor, make effort; urge",1,2,6,2,0.8,12,cj-097,10,
cj-098,cangjie,2,98,Lesson 98,第98課,M;W;K;S;H;G;A;U;B;T;V;N;E;P;O;R;C;F;Q,M;S;H;A;T;N;P;R;B;F,A;B;C;E;F;G;H;K;M;N;O;P;Q;R;S;T;U;V;W,u52d5,動,U+52D5,,,HGKS,HS,dung6,"move, happen; movement, action",1,2,6,2,0.8,12,cj-097,10,
cj-098,cangjie,2,98,Lesson 98,第98課,M;W;K;S;H;G;A;U;B;T;V;N;E;P;O;R;C;F;Q,M;S;H;A;T;N;P;R;B;F,A;B;C;E;F;G;H;K;M;N;O;P;Q;R;S;T;U;V;W,u52d6,勖,U+52D6,,,AUKS,AS,juk1,"enjoin, advise, preach to",1,2,6,2,0.8,12,cj-097,10,
cj-098,cangjie,2,98,Lesson 98,第98課,M;W;K;S;H;G;A;U;B;T;V;N;E;P;O;R;C;F;Q,M;S;H;A;T;N;P;R;B;F,A;B;C;E;F;G;H;K;M;N;O;P;Q;R;S;T;U;V;W,u52d7,勗,U+52D7,,,ABMS,AS,juk1,"enjoin, advise, excite",1,2,6,2,0.8,12,cj-097,10,
