character,language,reading,usage,word_example,is_default_for_display,source,source_property,review_status
愁,zh-Hant-TW,jiū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
頑,yue-HK,waan4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
頑,zh-Hant-TW,wán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
頑,zh-Hant-TW,kūn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
疑,yue-HK,ji4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
疑,zh-Hant-TW,yí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
疑,zh-Hant-TW,níng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
賓,yue-HK,ban1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
賓,zh-Hant-TW,bīn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
罷,yue-HK,baa6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
罷,zh-Hant-TW,bà,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
罷,zh-Hant-TW,ba,attested-count:2073,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
罷,zh-Hant-TW,pí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
罷,zh-Hant-TW,pì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
罷,zh-Hant-TW,bǐ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
罷,zh-Hant-TW,bǎi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蔬,yue-HK,so1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蔬,zh-Hant-TW,shū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蔬,zh-Hant-TW,shǔ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蝦,yue-HK,haa1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蝦,yue-HK,haa4,mandarin-mapping:há,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
蝦,zh-Hant-TW,xiā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蝦,zh-Hant-TW,há,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蝦,zh-Hant-TW,jiǎ,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
擁,yue-HK,jung2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
擁,zh-Hant-TW,yōng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
龜,yue-HK,gwai1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
龜,yue-HK,gwan1,mandarin-mapping:jūn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
龜,yue-HK,gau1,mandarin-mapping:qiū,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
龜,zh-Hant-TW,guī,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
龜,zh-Hant-TW,qiū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
龜,zh-Hant-TW,jūn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
疆,yue-HK,goeng1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
疆,zh-Hant-TW,jiāng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
疆,zh-Hant-TW,jiàng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
襯,yue-HK,can3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
襯,zh-Hant-TW,chèn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
夕,yue-HK,zik6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
夕,zh-Hant-TW,xī,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
夕,zh-Hant-TW,yì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
企,yue-HK,kei5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
企,zh-Hant-TW,qǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
君,yue-HK,gwan1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
君,zh-Hant-TW,jūn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
扶,yue-HK,fu4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
扶,zh-Hant-TW,fú,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
扶,zh-Hant-TW,pú,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
屆,yue-HK,gaai3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
屆,zh-Hant-TW,jiè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
盲,yue-HK,maang4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
盲,zh-Hant-TW,máng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
唐,yue-HK,tong4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
唐,zh-Hant-TW,táng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
眠,yue-HK,min4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
眠,zh-Hant-TW,mián,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
眠,zh-Hant-TW,miǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
眠,zh-Hant-TW,mǐn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蚌,yue-HK,pong5,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蚌,zh-Hant-TW,bàng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蚌,zh-Hant-TW,pí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蚌,zh-Hant-TW,fēng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蚌,zh-Hant-TW,bèng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
控,yue-HK,hung3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
控,zh-Hant-TW,kòng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
控,zh-Hant-TW,kōng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
控,zh-Hant-TW,qiāng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
牽,yue-HK,hin1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
牽,zh-Hant-TW,qiān,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
牽,zh-Hant-TW,qiàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
壺,yue-HK,wu4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
壺,zh-Hant-TW,hú,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
援,yue-HK,wun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
援,yue-HK,jyun4,mandarin-mapping:yuán,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
援,zh-Hant-TW,yuán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
援,zh-Hant-TW,huàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
睜,yue-HK,zang1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
睜,yue-HK,zaang1,mandarin-mapping:zhēng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
睜,zh-Hant-TW,zhēng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
摔,yue-HK,seot1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
摔,zh-Hant-TW,shuāi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
暴,yue-HK,bou6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
暴,yue-HK,buk6,mandarin-mapping:pù,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
暴,zh-Hant-TW,bào,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
暴,zh-Hant-TW,pù,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
暴,zh-Hant-TW,bó,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
燦,yue-HK,caan3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
燦,zh-Hant-TW,càn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
餵,yue-HK,wai3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
餵,zh-Hant-TW,wèi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蟬,yue-HK,sim4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蟬,zh-Hant-TW,chán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蟬,zh-Hant-TW,tí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蟬,zh-Hant-TW,shàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,yue-HK,cyun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蹲,yue-HK,deon1,mandarin-mapping:dūn,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
蹲,zh-Hant-TW,dūn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蹲,zh-Hant-TW,zún,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,zh-Hant-TW,cún,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,zh-Hant-TW,zūn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,zh-Hant-TW,cǔn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,zh-Hant-TW,cuán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蹲,zh-Hant-TW,qǔn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
懸,yue-HK,jyun4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
懸,zh-Hant-TW,xuán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
籬,yue-HK,lei4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
籬,yue-HK,lei1,mandarin-mapping:li,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
籬,zh-Hant-TW,lí,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
甩,yue-HK,lat1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
甩,zh-Hant-TW,shuǎi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
乒,yue-HK,bing1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
乒,yue-HK,ping1,mandarin-mapping:pīng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
乒,zh-Hant-TW,pīng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
乓,yue-HK,bam1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
乓,yue-HK,pong1,mandarin-mapping:pāng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
乓,zh-Hant-TW,pāng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
肌,yue-HK,gei1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
肌,zh-Hant-TW,jī,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
肌,zh-Hant-TW,jì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
坊,yue-HK,fong1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
坊,yue-HK,fong4,mandarin-mapping:fáng,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
坊,zh-Hant-TW,fāng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
坊,zh-Hant-TW,fang,attested-count:11,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
坊,zh-Hant-TW,fáng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
夾,yue-HK,gaap3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
夾,zh-Hant-TW,jiā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
夾,zh-Hant-TW,jiá,attested-count:23,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
夾,zh-Hant-TW,xié,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
夾,zh-Hant-TW,xiá,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
夾,zh-Hant-TW,gā,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
扯,yue-HK,ce2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
扯,zh-Hant-TW,chě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
扯,zh-Hant-TW,che,attested-count:14,,false,unicode-unihan-17@17.0.0:kHanyuPinlu,kHanyuPinlu,source-attested-unreviewed
庚,yue-HK,gang1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
庚,zh-Hant-TW,gēng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
拐,yue-HK,gwaai2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
拐,zh-Hant-TW,guǎi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
舍,yue-HK,se3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
舍,zh-Hant-TW,shě,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
舍,zh-Hant-TW,shè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
舍,zh-Hant-TW,shì,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
阻,yue-HK,zo2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
阻,zh-Hant-TW,zǔ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
阻,zh-Hant-TW,zhù,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
炸,yue-HK,zaa3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
炸,zh-Hant-TW,zhà,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
炸,zh-Hant-TW,zhá,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
韋,yue-HK,wai4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
韋,yue-HK,wai5,mandarin-mapping:wéi,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
韋,zh-Hant-TW,wéi,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
韋,zh-Hant-TW,huí,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
核,yue-HK,hat6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
核,yue-HK,wat6,mandarin-mapping:hú,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
核,zh-Hant-TW,hé,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
核,zh-Hant-TW,gāi,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
核,zh-Hant-TW,kài,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
悠,yue-HK,jau4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
悠,zh-Hant-TW,yōu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
喔,yue-HK,ak1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
喔,yue-HK,aak1,mandarin-mapping:wō,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
喔,yue-HK,o1,mandarin-mapping:ō,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
喔,zh-Hant-TW,ō,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
喔,zh-Hant-TW,wō,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
喔,zh-Hant-TW,wū,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
喔,zh-Hant-TW,o,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
寓,yue-HK,jyu6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
寓,zh-Hant-TW,yù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
飲,yue-HK,jam2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
飲,zh-Hant-TW,yǐn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
飲,zh-Hant-TW,yìn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
損,yue-HK,syun2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
損,zh-Hant-TW,sǔn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
滬,yue-HK,wu6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
滬,zh-Hant-TW,hù,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
槳,yue-HK,zoeng2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
槳,zh-Hant-TW,jiǎng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
槳,zh-Hant-TW,jiāng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
蓮,yue-HK,lin4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
蓮,zh-Hant-TW,lián,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
蓮,zh-Hant-TW,liǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
壇,yue-HK,taan4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
壇,zh-Hant-TW,tán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
壇,zh-Hant-TW,shàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
壇,zh-Hant-TW,dàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
壇,zh-Hant-TW,tǎn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
聶,yue-HK,nip6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
聶,zh-Hant-TW,niè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
聶,zh-Hant-TW,zhé,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
聶,zh-Hant-TW,shè,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
聶,zh-Hant-TW,yè,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
扣,yue-HK,kau3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
扣,zh-Hant-TW,kòu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
坦,yue-HK,taan2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
坦,zh-Hant-TW,tǎn,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
姓,yue-HK,sing3,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
姓,zh-Hant-TW,xìng,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
姓,zh-Hant-TW,shēng,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
孤,yue-HK,gu1,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
孤,zh-Hant-TW,gū,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
彼,yue-HK,bei2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
彼,zh-Hant-TW,bǐ,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
炎,yue-HK,jim4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
炎,zh-Hant-TW,yán,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
炎,zh-Hant-TW,yàn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
炎,zh-Hant-TW,tán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
茄,yue-HK,ke2,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
茄,yue-HK,gaa1,mandarin-mapping:jiā,,false,unicode-unihan-17@17.0.0:kSMSZD2003Readings,kSMSZD2003Readings,source-attested-unreviewed
茄,zh-Hant-TW,jiā,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
茄,zh-Hant-TW,qié,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
捏,yue-HK,nip6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
捏,zh-Hant-TW,niē,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
純,yue-HK,seon4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
純,zh-Hant-TW,chún,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
純,zh-Hant-TW,zhǔn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
純,zh-Hant-TW,tún,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
純,zh-Hant-TW,quán,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
純,zh-Hant-TW,zī,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
純,zh-Hant-TW,zhūn,,,false,unicode-unihan-17@17.0.0:kHanyuPinyin,kHanyuPinyin,source-attested-unreviewed
授,yue-HK,sau6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
授,zh-Hant-TW,shòu,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
械,yue-HK,haai6,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
械,zh-Hant-TW,xiè,,,false,unicode-unihan-17@17.0.0:kMandarin,kMandarin,source-attested-unreviewed
淋,yue-HK,lam4,,,false,unicode-unihan-17@17.0.0:kCantonese,kCantonese,source-attested-unreviewed
