character,unicode,unicode_hex,edb_presence,edb_version,edb_grade_level,moe_frequency_rank,moe_frequency_score,moe_frequency_band,hk_frequency_rank,foxchild_selection_rank,foxchild_selection_score,foxchild_selection_method,frequency_bucket,foxchild_frequency_tier,foxchild_frequency_tier_method,usage_level,literacy_level,curriculum_stage,curriculum_priority,cangjie,quick,root_count,code_length,first_root,last_root,cangjie_difficulty,cangjie_difficulty_method,simple_code_candidate,simple_code_candidate_method,radical,total_strokes,structure,left_right,top_bottom,surround,single,visual_complexity,visual_complexity_method,visual_complexity_confidence,unihan_definition,learner_definition_en,learner_definition_status,suggested_category,category_method,category_confidence,category_review_status,example_word,example_phrase,example_sentence,code_uniqueness,code_uniqueness_method,cangjie_first_root_group,source_frequency,source_cangjie,source_unihan,source_edb,source_opencc,last_verified,dataset_version
到,U+5230,5230,true,2007 (online edition accessed 2026-07-28),,32,0.0044038842,top-100,,31,0.9937434828,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,MGLN,MN,4,4,M,N,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,18,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"go to, arrive, been to",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
時,U+6642,6642,true,2007 (online edition accessed 2026-07-28),,33,0.0043490071,top-100,,32,0.9935349322,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,AGDI,AI,4,4,A,I,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,72,10,unknown,,,,,2,total-stroke-count-proxy-v1,low,"time, season; era, age, period",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-A,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
著,U+8457,8457,true,2007 (online edition accessed 2026-07-28),,34,0.0043174528,top-100,,33,0.9933263816,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,TJKA,TA,4,4,T,A,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,140,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,manifest; (Cant.) to wear,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-T,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
天,U+5929,5929,true,2007 (online edition accessed 2026-07-28),,35,0.0042790389,top-100,,34,0.9931178311,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,MK,MK,2,2,M,K,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,37,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"sky, heaven; god, celestial",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
要,U+8981,8981,true,2007 (online edition accessed 2026-07-28),,36,0.0042378811,top-100,,35,0.9929092805,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,MWV,MV,3,3,M,V,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,146,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"necessary, essential; necessity",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
他,U+4ED6,4ED6,true,2007 (online edition accessed 2026-07-28),,37,0.0042365092,top-100,,36,0.9927007299,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OPD,OD,3,3,O,D,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,9,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,"other, another; he, she, it",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
學,U+5B78,5B78,true,2007 (online edition accessed 2026-07-28),,38,0.0039470327,top-100,,37,0.9924921794,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HBND,HD,4,4,H,D,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,39,16,unknown,,,,,3,total-stroke-count-proxy-v1,low,"learning, knowledge; school",,unreviewed,education,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
把,U+628A,628A,true,2007 (online edition accessed 2026-07-28),,39,0.0037206648,top-100,,38,0.9922836288,edb-eligible-then-moe-corpus-order-v1,moe-character-00031-00040,tier-1-moe-top-500,moe-rank-bands-v1,,,,,QAU,QU,3,3,Q,U,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,64,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"hold, take; guard; regard as",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Q,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
方,U+65B9,65B9,true,2007 (online edition accessed 2026-07-28),,41,0.0037000859,top-100,,39,0.9920750782,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,YHS,YS,3,3,Y,S,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,70,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"a square, rectangle; a region; local",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
想,U+60F3,60F3,true,2007 (online edition accessed 2026-07-28),,42,0.0036849947,top-100,,40,0.9918665276,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,DUP,DP,3,3,D,P,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,61,13,unknown,,,,,3,total-stroke-count-proxy-v1,low,"think, speculate, plan, consider",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-D,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
你,U+4F60,4F60,true,2007 (online edition accessed 2026-07-28),,43,0.0035930756,top-100,,41,0.9916579771,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,ONF,OF,3,3,O,F,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,9,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"you, second person pronoun",,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
每,U+6BCF,6BCF,true,2007 (online edition accessed 2026-07-28),,44,0.003436676,top-100,,42,0.9914494265,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OWYI,OI,4,4,O,I,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,80,7,unknown,,,,,2,total-stroke-count-proxy-v1,low,"every, each",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
看,U+770B,770B,true,2007 (online edition accessed 2026-07-28),,45,0.0034325602,top-100,,43,0.9912408759,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HQBU,HU,4,4,H,U,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,109,9,unknown,,,,,2,total-stroke-count-proxy-v1,low,"look, see; examine, scrutinize",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
長,U+9577,9577,true,2007 (online edition accessed 2026-07-28),,46,0.0034311883,top-100,,44,0.9910323253,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,SMV,SV,3,3,S,V,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,168,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,long; length; excel in; leader; Kangxi radical 168,,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-S,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
國,U+570B,570B,true,2007 (online edition accessed 2026-07-28),,47,0.0033378973,top-100,,45,0.9908237748,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,WIRM,WM,4,4,W,M,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,31,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"nation, country, nation-state",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-W,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
以,U+4EE5,4EE5,true,2007 (online edition accessed 2026-07-28),,48,0.0033118307,top-100,,46,0.9906152242,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,VIO,VO,3,3,V,O,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,9,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"by means of; thereby, therefore; consider as; in order to",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-V,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
算,U+7B97,7B97,true,2007 (online edition accessed 2026-07-28),,49,0.0032761606,top-100,,47,0.9904066736,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HBUT,HT,4,4,H,T,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,118,14,unknown,,,,,3,total-stroke-count-proxy-v1,low,"count, calculate, figure; plan",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
什,U+4EC0,4EC0,true,2007 (online edition accessed 2026-07-28),,50,0.0032583255,top-100,,48,0.990198123,edb-eligible-then-moe-corpus-order-v1,moe-character-00041-00050,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OJ,OJ,2,2,O,J,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,9,4,unknown,,,,,1,total-stroke-count-proxy-v1,low,"file of ten soldiers; mixed, miscellaneous",,unreviewed,numbers,unihan-definition-keyword-proposal-v1,low,pending,,,,0.5,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
成,U+6210,6210,true,2007 (online edition accessed 2026-07-28),,51,0.0032542098,top-100,,49,0.9899895725,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,IHS,IS,3,3,I,S,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,62,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,"completed, finished, fixed",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-I,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
年,U+5E74,5E74,true,2007 (online edition accessed 2026-07-28),,52,0.0032212835,top-100,,50,0.9897810219,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,OQ,OQ,2,2,O,Q,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,51,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,year; new-years; person's age,,unreviewed,people,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-O,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
千,U+5343,5343,true,2007 (online edition accessed 2026-07-28),,53,0.0032157958,top-100,,51,0.9895724713,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HJ,HJ,2,2,H,J,2,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,24,3,unknown,,,,,1,total-stroke-count-proxy-v1,low,"thousand; many, numerous; very; (Cant.) a cheater, swindler",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
生,U+751F,751F,true,2007 (online edition accessed 2026-07-28),,54,0.0032157958,top-100,,52,0.9893639208,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HQM,HM,3,3,H,M,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,100,5,unknown,,,,,1,total-stroke-count-proxy-v1,low,"life, living, lifetime; birth",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
就,U+5C31,5C31,true,2007 (online edition accessed 2026-07-28),,55,0.0032089362,top-100,,53,0.9891553702,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,YFIKU,YU,5,5,Y,U,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,43,12,unknown,,,,,2,total-stroke-count-proxy-v1,low,"just, simply; to come, go to; to approach, near",,unreviewed,actions,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-Y,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
樣,U+6A23,6A23,true,2007 (online edition accessed 2026-07-28),,56,0.0031389679,top-100,,54,0.9889468196,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,DTGE,DE,4,4,D,E,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,75,15,unknown,,,,,3,total-stroke-count-proxy-v1,low,"shape, form, pattern, style",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-D,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
同,U+540C,540C,true,2007 (online edition accessed 2026-07-28),,57,0.0031321083,top-100,,55,0.988738269,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,BMR,BR,3,3,B,R,3,preferred-code-length-v1,true,preferred-code-length-at-most-3-v1,30,6,unknown,,,,,1,total-stroke-count-proxy-v1,low,"same, similar; together with",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-B,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
兩,U+5169,5169,true,2007 (online edition accessed 2026-07-28),,58,0.0031046698,top-100,,56,0.9885297185,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,MLBO,MO,4,4,M,O,4,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,11,8,unknown,,,,,2,total-stroke-count-proxy-v1,low,"two, both, pair, couple; ounce",,unreviewed,numbers,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-M,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
得,U+5F97,5F97,true,2007 (online edition accessed 2026-07-28),,59,0.0030854628,top-100,,57,0.9883211679,edb-eligible-then-moe-corpus-order-v1,moe-character-00051-00060,tier-1-moe-top-500,moe-rank-bands-v1,,,,,HOAMI,HI,5,5,H,I,5,preferred-code-length-v1,false,preferred-code-length-at-most-3-v1,60,11,unknown,,,,,2,total-stroke-count-proxy-v1,low,"obtain, get, gain, acquire",,unreviewed,general,unihan-definition-keyword-proposal-v1,low,pending,,,,1,inverse-selected-preferred-code-collision-count-v1,cangjie-H,tw-moe-character-frequency-mainland,rime-cangjie5@52d90a1b1312e74042b38c1cbc8142defbc53171,unicode-unihan-17@17.0.0,hk-edb-primary-lexical-list@2007 (online edition accessed 2026-07-28),opencc-st-characters@2904aa4dd06df17c538fbeae9f1efa14e25bb4a5,2026-07-29,1.1.0
