character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
跡,1444,1464,,true,跡,"search, track, trace",general,RMYLC,RC,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
載,1445,1465,,true,載,"load; carry; transport, convey",general,JIJWJ,JJ,7,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蜻,1446,1466,,true,蜻,dragonfly,general,LIQMB,LB,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
豔,1447,1467,,true,豔,"plump, voluptuous, beautiful",general,UTGIT,UT,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
犯,1448,1468,,true,犯,"commit crime, violate; criminal",general,KHSU,KU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
辛,1449,1469,,true,辛,"bitter; toilsome, laborious; 8th heavenly stem; Kangxi radical 160",general,YTJ,YJ,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
咪,1450,1470,,true,咪,"sound of cat, cat's meow; meter; (Cant.) don't!",general,RFD,RD,7,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
姨,1451,1471,,true,姨,mother/wife's sister; concubine,people,VKN,VN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
迫,1452,1472,,true,迫,"coerce, force, compel; urgent",general,YHA,YA,4,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
徐,1453,1473,,true,徐,"slowly, quietly, calmly; composed, dignified",general,HOOMD,HD,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
紋,1454,1474,,true,紋,"line, streak, stripe; wrinkle",general,VFYK,VK,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
素,1455,1475,,true,素,white (silk); plain; vegetarian; formerly; normally,general,QMVIF,QF,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
蝶,1456,1476,,true,蝶,butterfly,general,LIPTD,LD,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
諸,1457,1477,,true,諸,"several, various",general,YRJKA,YA,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
踏,1458,1478,,true,踏,"step on, trample, tread on, walk",general,RMEA,RA,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
駝,1459,1479,,true,駝,a camel; humpbacked; to carry on the back,general,SFJP,SP,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
警,1460,1480,,true,警,"guard, watch; alert, alarm",general,TKYMR,TR,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
斧,1461,1481,,true,斧,"axe, hatchet; chop, hew",general,CKHML,CL,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
股,1462,1482,,true,股,"thighs, haunches, rump; share",general,BHNE,BE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
財,1463,1483,,true,財,"wealth, valuables, riches",general,BCDH,BH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
敗,1464,1484,,true,敗,"be defeated, decline, fail",general,BCOK,BK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
粗,1465,1485,,true,粗,"rough, thick, course; rude",general,FDBM,FM,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
牌,1466,1486,,true,牌,"signboard, placard",general,LLHWJ,LJ,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
誠,1467,1487,,true,誠,"sincere, honest; true, real",general,YRIHS,YS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
飾,1468,1488,,true,飾,"decorate, ornament, adorn; to deceive",general,OIOLB,OB,3,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
漫,1469,1489,,true,漫,overflow of water; spreading,nature,EAWE,EE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
膠,1470,1490,,true,膠,"glue, gum, resin, rubber",general,BSMH,BH,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
鵑,1471,1491,,true,鵑,cuckoo,general,RBHAF,RF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
坑,1472,1493,,true,坑,"pit, hole; bury, trap; harry",general,GYHN,GN,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
供,1473,1494,,true,供,"supply, provide for; offer in worship",general,OTC,OC,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
固,1474,1495,,true,固,"to become solid, solidify; strength",general,WJR,WR,2,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
肯,1475,1496,,true,肯,"willing; consent to, permit",general,YMB,YB,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
昨,1476,1497,,true,昨,"yesterday; in former times, past",general,AOS,AS,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
若,1477,1498,,true,若,"if, supposing, assuming; similar",general,TKR,TR,5,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
茶,1478,1499,,true,茶,tea,food,TOD,TD,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
偷,1479,1500,,true,偷,"to steal, burglar, thief",general,OOMN,ON,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
終,1480,1502,,true,終,"end; finally, in the end",general,VFHEY,VY,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
軟,1481,1503,,true,軟,"soft, flexible, pliable; weak",general,JJNO,JO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
軸,1482,1504,,true,軸,"axle, axletree; pivot; axis",general,JJLW,JW,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
慌,1483,1505,,true,慌,"nervous, panicky, frantic",general,PTYU,PU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嫩,1484,1506,,true,嫩,"soft, tender, delicate; young",general,VDLK,VK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
毅,1485,1507,,true,毅,"resolute, decisive, firm, persist",general,YOHNE,YE,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嚇,1486,1508,,true,嚇,"scare, frighten; intimidate",general,RGCC,RC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
燭,1487,1509,,true,燭,"candle, taper; to shine, illuminate",general,FWLI,FI,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
齡,1488,1510,,true,齡,age; years,general,YUOII,YI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
岡,1489,1511,,true,岡,ridge or crest of hill,general,BTU,BU,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
郁,1490,1512,,true,郁,"sweet smelling, rich in aroma; (Cant.) to move, hit",general,KBNL,KL,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
逃,1491,1513,,true,逃,"escape, flee; abscond, dodge",general,YLMO,YO,2,source-attested-unreviewed,⿺,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
婦,1492,1514,,true,婦,married women; woman; wife,people,VSMB,VB,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
傾,1493,1515,,true,傾,"upset, pour out, overflow",general,OPMC,OC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
嗡,1494,1516,,true,嗡,"sound of flying bees, airplanes",general,RCIM,RM,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
聖,1495,1517,,true,聖,"holy, sacred; sage",general,SRHG,SG,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
碧,1496,1518,,true,碧,"jade; green, blue",general,MAMR,MR,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
歐,1497,1519,,true,歐,"used in transliterating non-Chinese words such as Europe, ohm; surname",people,SRNO,SO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
霞,1498,1520,,true,霞,rosy clouds,general,MBRSE,ME,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
樸,1499,1522,,true,樸,"simple, honest; plain; rough",general,DTCO,DO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
串,1500,1523,,true,串,string; relatives; conspire,general,LL,LL,4,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
戒,1501,1524,,true,戒,"warn, caution, admonish",general,IT,IT,2,source-attested-unreviewed,⿹,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
咬,1502,1525,,true,咬,"bite, gnaw",general,RYCK,RK,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
欲,1503,1526,,true,欲,"desire, want, long for; intend",general,CRNO,CO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
陷,1504,1527,,true,陷,"submerge, sink, plunge; trap",general,NLNHX,NX,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
惡,1505,1528,,true,惡,"evil, wicked, bad, foul",general,MMP,MP,8,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
紫,1506,1529,,true,紫,"purple, violet; amethyst; surname",people,YPVIF,YF,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
閏,1507,1530,,true,閏,"intercalary; extra, surplus",general,ANMG,AG,2,source-attested-unreviewed,⿵,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
網,1508,1531,,true,網,"net, web; network",general,VFBTV,VV,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
稿,1509,1532,,true,稿,"draft, manuscript, rough copy",general,HDYRB,HB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
丟,1510,1533,,true,丟,"discard, reject, lose",general,MGI,MI,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
