character,ids,top_level_operator,structure,components,component_count,source,source_commit,confidence,review_status,license
的,⿰白勺,⿰,left-right,白|勺,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
一,一,,single,一,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
是,⿱旦龰,⿱,top-bottom,旦|龰,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
了,了,,single,了,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
個,⿰亻固,⿰,left-right,亻|固,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
小,小,,single,小,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
有,⿸𠂇月,⿸,surround,𠂇|月,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
數,⿰婁攵,⿰,left-right,婁|攵,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
在,⿸&CDP-88F1;土,⿸,surround,&CDP-88F1;|土,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
多,⿱夕夕,⿱,top-bottom,夕,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
我,我,,single,我,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
上,上,,single,上,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
人,人,,single,人,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
不,不,,single,不,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
來,來,,single,來,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
少,⿱小丿,⿱,top-bottom,小|丿,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
這,⿺辶言,⿺,surround,辶|言,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
下,⿱一卜,⿱,top-bottom,一|卜,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
米,米,,single,米,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
地,⿰土也,⿰,left-right,土|也,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
面,面,,single,面,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
大,大,,single,大,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
分,⿱八刀,⿱,top-bottom,八|刀,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
們,⿰亻門,⿰,left-right,亻|門,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
用,用,,single,用,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
中,中,,single,中,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
出,⿱屮凵,⿱,top-bottom,屮|凵,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
和,⿰禾口,⿰,left-right,禾|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
麼,⿸麻幺,⿸,surround,麻|幺,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
子,子,,single,子,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
到,⿰至刂,⿰,left-right,至|刂,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
時,⿰日寺,⿰,left-right,日|寺,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
著,⿱艹者,⿱,top-bottom,艹|者,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
天,⿱一大,⿱,top-bottom,一|大,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
要,⿱覀女,⿱,top-bottom,覀|女,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
他,⿰亻也,⿰,left-right,亻|也,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
學,⿱𦥯子,⿱,top-bottom,𦥯|子,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
把,⿰扌巴,⿰,left-right,扌|巴,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
方,方,,single,方,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
想,⿱相心,⿱,top-bottom,相|心,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
你,⿰亻尔,⿰,left-right,亻|尔,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
每,⿱𠂉母,⿱,top-bottom,𠂉|母,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
看,⿱龵目,⿱,top-bottom,龵|目,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
長,長,,single,長,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
國,⿴囗或,⿴,surround,囗|或,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
以,⿰&CDP-89EB;人,⿰,left-right,&CDP-89EB;|人,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
算,⿳竹目廾,⿳,top-bottom,竹|目|廾,3,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
什,⿰亻十,⿰,left-right,亻|十,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
成,⿵戊𠃌,⿵,surround,戊|𠃌,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
年,年,,single,年,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
千,千,,single,千,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
生,生,,single,生,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
就,⿰京尤,⿰,left-right,京|尤,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
樣,⿰木羕,⿰,left-right,木|羕,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
同,⿵𠔼口,⿵,surround,𠔼|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
兩,⿱一&CDP-8C62;,⿱,top-bottom,一|&CDP-8C62;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
得,⿰彳㝵,⿰,left-right,彳|㝵,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
去,⿱土厶,⿱,top-bottom,土|厶,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
三,⿱一𠄞,⿱,top-bottom,一|𠄞,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
二,二,,single,二,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
為,為,,single,為,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
可,⿹&CDP-8974;口,⿹,surround,&CDP-8974;|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
讀,⿰言賣,⿰,left-right,言|賣,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
起,⿺走巳,⿺,surround,走|巳,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
寫,⿱宀舄,⿱,top-bottom,宀|舄,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
幾,&U-i002+2FF1;𢆶戍,,single,&U-i002+2FF1;|𢆶|戍,3,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
做,⿰亻故,⿰,left-right,亻|故,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
十,十,,single,十,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
第,⿱竹⿹丿弔,⿱,top-bottom,竹|丿|弔,3,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
好,⿰女子,⿰,left-right,女|子,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
動,⿰重力,⿰,left-right,重|力,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
作,⿰亻乍,⿰,left-right,亻|乍,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
家,⿱宀豕,⿱,top-bottom,宀|豕,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
比,比,,single,比,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
後,⿰彳&CDP-8B7B;,⿰,left-right,彳|&CDP-8B7B;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
還,⿺辶睘,⿺,surround,辶|睘,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
過,⿺辶咼,⿺,surround,辶|咼,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
位,⿰亻立,⿰,left-right,亻|立,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
水,水,,single,水,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
行,⿰彳亍,⿰,left-right,彳|亍,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
能,⿰䏍𫧇,⿰,left-right,䏍|𫧇,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
它,⿱宀匕,⿱,top-bottom,宀|匕,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
題,⿺是頁,⿺,surround,是|頁,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
平,平,,single,平,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
計,⿰言十,⿰,left-right,言|十,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
各,⿱夂口,⿱,top-bottom,夂|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
練,⿰糸柬,⿰,left-right,糸|柬,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
那,⿰&CDP-89FA;⻏,⿰,left-right,&CDP-89FA;|⻏,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
體,⿰骨豊,⿰,left-right,骨|豊,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
文,文,,single,文,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
自,自,,single,自,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
曲,曲,,single,曲,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
法,⿰氵去,⿰,left-right,氵|去,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
也,也,,single,也,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
形,⿰开彡,⿰,left-right,开|彡,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
會,⿱亼&CDP-8B63;,⿱,top-bottom,亼|&CDP-8B63;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
種,⿰禾重,⿰,left-right,禾|重,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
課,⿰言果,⿰,left-right,言|果,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
聽,⿰&CDP-8BD1;𢛳,⿰,left-right,&CDP-8BD1;|𢛳,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
從,⿰彳&CDP-8BB0;,⿰,left-right,彳|&CDP-8BB0;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
高,⿵⿳亠口冂口,⿵,surround,亠|口|冂,3,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
歌,⿰哥欠,⿰,left-right,哥|欠,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
表,⿱龶𧘇,⿱,top-bottom,龶|𧘇,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
邊,⿺辶臱,⿺,surround,辶|臱,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
克,⿱古儿,⿱,top-bottom,古|儿,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
都,⿰者⻏,⿰,left-right,者|⻏,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
對,⿰&CDP-8BBD;寸,⿰,left-right,&CDP-8BBD;|寸,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
習,⿱羽白,⿱,top-bottom,羽|白,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
怎,⿱乍心,⿱,top-bottom,乍|心,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
兒,⿱臼儿,⿱,top-bottom,臼|儿,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
又,又,,single,又,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
花,⿱艹化,⿱,top-bottom,艹|化,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
四,四,,single,四,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
心,心,,single,心,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
工,工,,single,工,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
加,⿰力口,⿰,left-right,力|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
些,⿱此二,⿱,top-bottom,此|二,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
老,⿸耂匕,⿸,surround,耂|匕,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
再,⿱一冉,⿱,top-bottom,一|冉,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
音,音,,single,音,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
發,⿹癹弓,⿹,surround,癹|弓,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
車,車,,single,車,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
共,⿱卄𬺢,⿱,top-bottom,卄|𬺢,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
意,⿱音心,⿱,top-bottom,音|心,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
月,月,,single,月,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
圖,⿴囗啚,⿴,surround,囗|啚,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
相,⿰木目,⿰,left-right,木|目,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
哪,⿰口那,⿰,left-right,口|那,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
唱,⿰口昌,⿰,left-right,口|昌,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
物,⿰牜勿,⿰,left-right,牜|勿,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
聲,⿱殸耳,⿱,top-bottom,殸|耳,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
開,⿵門开,⿵,surround,門|开,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
事,事,,single,事,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
本,本,,single,本,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
果,果,,single,果,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
進,⿺辶隹,⿺,surround,辶|隹,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
點,⿰黑占,⿰,left-right,黑|占,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
樹,⿰木尌,⿰,left-right,木|尌,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
現,⿰𤣩見,⿰,left-right,𤣩|見,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
然,⿱&CDP-8BB5;灬,⿱,top-bottom,&CDP-8BB5;|灬,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
合,⿱亼口,⿱,top-bottom,亼|口,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
積,⿰禾責,⿰,left-right,禾|責,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
產,⿱文&CDP-8C45;,⿱,top-bottom,文|&CDP-8C45;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
前,⿸⿱䒑&CDP-8958;刂,⿸,surround,䒑|&CDP-8958;|刂,3,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
沒,⿰氵&CDP-8BA1;,⿰,left-right,氵|&CDP-8BA1;,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
山,山,,single,山,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
條,⿸攸朩,⿸,surround,攸|朩,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
頭,⿰豆頁,⿰,left-right,豆|頁,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
走,⿱土龰,⿱,top-bottom,土|龰,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
民,民,,single,民,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
求,求,,single,求,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
道,⿺辶首,⿺,surround,辶|首,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
組,⿰糸且,⿰,left-right,糸|且,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
給,⿰糸合,⿰,left-right,糸|合,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
正,⿱一止,⿱,top-bottom,一|止,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
快,⿰忄夬,⿰,left-right,忄|夬,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
媽,⿰女馬,⿰,left-right,女|馬,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
書,⿱聿曰,⿱,top-bottom,聿|曰,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
口,口,,single,口,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
段,⿰&CDP-8CE4;殳,⿰,left-right,&CDP-8CE4;|殳,2,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
重,重,,single,重,1,chise-ids-ucs-basic,352e13378e411c322cfa16bfd7a6d21d670d7eca,source-attested,unreviewed,GPL-2.0-or-later
