family_id,family_type,character,basis,relationship,source,confidence,review_status
component-8c9d,component-shared,狽,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貝,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,負,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,財,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貢,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貧,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貨,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,販,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貪,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貫,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,責,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貴,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,買,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,費,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貼,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,貿,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賀,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,資,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賈,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賊,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賓,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賞,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賠,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賢,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,質,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賭,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賺,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,購,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,賽,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,贈,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,贊,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8c9d,component-shared,贏,貝,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ca0,component-shared,負,負,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ca0,component-shared,賴,負,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cab,component-shared,實,貫,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cab,component-shared,慣,貫,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cab,component-shared,貫,貫,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cac,component-shared,嘖,責,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cac,component-shared,積,責,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cac,component-shared,績,責,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cac,component-shared,責,責,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cb4,component-shared,潰,貴,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cb4,component-shared,貴,貴,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cb4,component-shared,遺,貴,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cb7,component-shared,買,買,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cb7,component-shared,賣,買,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cc1,component-shared,噴,賁,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cc1,component-shared,墳,賁,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cc1,component-shared,憤,賁,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cc8,component-shared,價,賈,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cc8,component-shared,賈,賈,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cd3,component-shared,濱,賓,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cd3,component-shared,賓,賓,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cd3,component-shared,鬢,賓,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ce3,component-shared,竇,賣,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ce3,component-shared,續,賣,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ce3,component-shared,讀,賣,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ce3,component-shared,賣,賣,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cf4,component-shared,懶,賴,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8cf4,component-shared,賴,賴,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d0a,component-shared,讚,贊,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d0a,component-shared,贊,贊,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d0a,component-shared,鑽,贊,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,徒,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,走,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,赴,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,起,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,趁,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,超,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,越,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,趕,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,趙,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,趟,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,趣,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8d70,component-shared,陡,走,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8db3,component-shared,促,足,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8db3,component-shared,捉,足,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8db3,component-shared,足,足,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8def,component-shared,路,路,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8def,component-shared,露,路,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8def,component-shared,鷺,路,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,射,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,身,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,躬,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,躲,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,躺,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eab,component-shared,軀,身,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eac,component-shared,窮,躬,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eac,component-shared,躬,躬,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,庫,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,斬,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,車,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,軋,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,軌,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,軍,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,軟,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,軸,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,較,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,載,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輔,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輕,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輛,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輩,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輪,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,輸,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,轉,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,轟,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,連,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8eca,component-shared,陣,車,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,揮,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,暈,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,渾,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,軍,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,輝,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8ecd,component-shared,運,軍,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9b,component-shared,辛,辛,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9b,component-shared,辣,辛,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9b,component-shared,辭,辛,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9b,component-shared,章,辛,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,僻,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,劈,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,壁,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,擘,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,璧,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,臂,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,避,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8f9f,component-shared,闢,辟,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fa1,component-shared,瓣,辡,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fa1,component-shared,辦,辡,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fa1,component-shared,辨,辡,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fa1,component-shared,辯,辡,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,振,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,晨,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,辰,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,辱,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,農,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb0,component-shared,震,辰,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb2,component-shared,濃,農,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb2,component-shared,農,農,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,巡,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迂,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迅,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迎,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,近,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,返,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迪,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迫,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,述,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,迷,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,追,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,退,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,送,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逃,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逆,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,透,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逐,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,途,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逗,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,這,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,通,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逛,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逝,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,速,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,造,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逢,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,連,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逮,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,進,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,逼,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遇,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遊,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,運,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遍,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,過,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,道,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,達,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,違,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遜,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遞,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遠,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遨,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,適,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遭,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遮,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遲,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遵,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遷,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,選,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遺,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遼,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
component-8fb6,component-shared,遽,辶,contains-component,chise-ids-ucs-basic@352e13378e411c322cfa16bfd7a6d21d670d7eca,source-derived,unreviewed
